Velocity,Amplitude
0.0,6734.71044921875
0.025289565525264276,2051.16357421875
0.05057913105052855,1420.2752685546875
0.07586869657579283,706.3567504882812
0.1011582621010571,209.38031005859375
0.1264478276263214,410.1696472167969
0.15173739315158566,340.88677978515625
0.17702695867684992,414.4659118652344
0.2023165242021142,70.87802124023438
0.2276060897273785,352.7873840332031
0.2528956552526428,302.7384948730469
0.278185220777907,138.57498168945312
0.3034747863031713,74.03640747070312
0.3287643518284356,216.23196411132812
0.35405391735369984,197.578125
0.37934348287896413,87.50238037109375
0.4046330484042284,70.52471923828125
0.4299226139294927,179.467041015625
0.455212179454757,137.730712890625
0.48050174498002124,47.954002380371094
0.5057913105052856,59.225894927978516
0.5310808760305498,131.42434692382812
0.556370441555814,118.28504180908203
0.5816600070810783,35.11003494262695
0.6069495726063426,62.608802795410156
0.6322391381316069,115.16524505615234
0.6575287036568712,94.87619018554688
0.6828182691821355,20.631052017211914
0.7081078347073997,62.69358444213867
0.733397400232664,101.09012603759766
0.7586869657579283,75.13459777832031
0.7839765312831926,12.157291412353516
0.8092660968084568,60.249427795410156
0.8345556623337211,91.5973129272461
0.8598452278589854,63.40557098388672
0.8851347933842497,2.3332765102386475
0.910424358909514,60.17728042602539
0.9357139244347782,80.27936553955078
0.9610034899600425,50.66753387451172
0.9862930554853068,6.962817192077637
1.0115826210105712,58.370635986328125
1.0368721865358352,71.27302551269531
1.0621617520610995,39.940032958984375
1.0874513175863638,11.126349449157715
1.112740883111628,55.34880447387695
1.1380304486368924,64.71052551269531
1.1633200141621567,33.225799560546875
1.188609579687421,16.48695182800293
1.2138991452126853,54.20975112915039
1.2391887107379496,57.590579986572266
1.2644782762632139,25.871774673461914
1.2897678417884781,19.943143844604492
1.3150574073137424,52.558570861816406
1.3403469728390067,51.48873519897461
1.365636538364271,18.56808090209961
1.3909261038895353,22.068115234375
1.4162156694147994,49.8970832824707
1.4415052349400637,46.47150421142578
1.466794800465328,14.004168510437012
1.4920843659905922,25.435667037963867
1.5173739315158565,48.114498138427734
1.5426634970411208,40.81901550292969
1.5679530625663851,8.906387329101562
1.5932426280916494,27.18158531188965
1.6185321936169137,46.0900993347168
1.643821759142178,35.81852340698242
1.6691113246674423,3.8994429111480713
1.6944008901927066,27.796749114990234
1.7196904557179709,43.375301361083984
1.7449800212432351,32.035213470458984
1.7702695867684994,1.0463975667953491
1.7955591522937637,29.94407081604004
1.820848717819028,41.32120895385742
1.846138283344292,27.258543014526367
1.8714278488695564,3.3269920349121094
1.8967174143948207,30.547372817993164
1.922006979920085,39.17108154296875
1.9472965454453492,23.04466438293457
1.9725861109706135,7.04965353012085
1.9978756764958778,30.240013122558594
2.0231652420211423,36.452152252197266
2.048454807546406,19.94233512878418
2.0737443730716705,9.400529861450195
2.0990339385969348,31.434011459350586
2.124323504122199,33.99789810180664
2.1496130696474633,15.796772003173828
2.1749026351727276,11.829391479492188
2.200192200697992,31.263402938842773
2.225481766223256,31.702289581298828
2.2507713317485205,12.169418334960938
2.276060897273785,14.494333267211914
2.301350462799049,30.197629928588867
2.3266400283243134,29.108264923095703
2.3519295938495777,9.606104850769043
2.377219159374842,16.152132034301758
2.4025087249001063,30.682695388793945
2.4277982904253705,26.365413665771484
2.453087855950635,6.1377482414245605
2.478377421475899,17.68211555480957
2.5036669870011634,29.89992332458496
2.5289565525264277,24.00641441345215
2.554246118051692,3.0479230880737305
2.5795356835769563,19.39547348022461
2.6048252491022206,28.309377670288086
2.630114814627485,21.51534652709961
2.655404380152749,1.0630791187286377
2.6806939456780134,20.4453182220459
2.7059835112032777,28.1682071685791
2.731273076728542,18.726306915283203
2.7565626422538063,2.135143995285034
2.7818522077790706,21.219676971435547
2.807141773304335,26.883922576904297
2.8324313388295987,16.372615814208984
2.857720904354863,4.618922710418701
2.8830104698801273,22.071086883544922
2.9083000354053916,24.934288024902344
2.933589600930656,14.071952819824219
2.95887916645592,6.139729022979736
2.9841687319811845,22.596771240234375
3.0094582975064488,24.27305030822754
3.034747863031713,11.331589698791504
3.0600374285569774,8.403355598449707
3.0853269940822416,22.646249771118164
3.110616559607506,22.716751098632812
3.1359061251327702,9.139337539672852
3.1611956906580345,10.367737770080566
3.186485256183299,22.788179397583008
3.211774821708563,20.555469512939453
3.2370643872338274,7.210937976837158
3.2623539527590917,11.510677337646484
3.287643518284356,22.870285034179688
3.3129330838096203,19.49699592590332
3.3382226493348846,4.600477695465088
3.363512214860149,13.056940078735352
3.388801780385413,22.421958923339844
3.4140913459106774,17.79399299621582
3.4393809114359417,2.5802998542785645
3.464670476961206,14.486736297607422
3.4899600424864703,21.987499237060547
3.5152496080117346,15.452178001403809
3.540539173536999,1.1634005308151245
3.565828739062263,15.09797191619873
3.5911183045875275,21.643091201782227
3.6164078701127917,14.31528091430664
3.641697435638056,1.5903552770614624
3.66698700116332,16.102933883666992
3.692276566688584,20.763635635375977
3.7175661322138485,12.519323348999023
3.7428556977391128,3.2273123264312744
3.768145263264377,17.01093864440918
3.7934348287896413,19.866146087646484
3.8187243943149056,10.296269416809082
3.84401395984017,4.523589134216309
3.869303525365434,17.224281311035156
3.8945930908906985,19.245649337768555
3.919882656415963,8.941847801208496
3.945172221941227,6.511815547943115
3.9704617874664914,17.68467903137207
3.9957513529917557,18.037673950195312
4.02104091851702,7.184056282043457
4.046330484042285,7.857476711273193
4.0716200495675485,18.10875701904297
4.096909615092812,16.81083106994629
4.122199180618077,5.039700508117676
4.147488746143341,8.71626091003418
4.172778311668606,17.934110641479492
4.1980678771938695,15.95588493347168
4.223357442719134,3.7136001586914062
4.248647008244398,10.369267463684082
4.273936573769663,17.898406982421875
4.299226139294927,14.496773719787598
4.324515704820191,2.151545763015747
4.349805270345455,11.361056327819824
4.37509483587072,17.910120010375977
4.400384401395984,13.049432754516602
4.425673966921249,0.4982183575630188
4.450963532446512,11.837947845458984
4.476253097971777,17.437744140625
4.501542663497041,12.059536933898926
4.526832229022306,1.2891758680343628
4.55212179454757,13.134651184082031
4.577411360072834,16.95253562927246
4.602700925598098,10.457408905029297
4.627990491123363,2.6823108196258545
4.653280056648627,13.742314338684082
4.6785696221738915,16.563501358032227
4.703859187699155,8.83707046508789
4.72914875322442,4.326386451721191
4.754438318749684,13.766291618347168
4.779727884274949,15.836339950561523
