Frequency,Amplitude
0.0,658379008.0
0.0002702702702702703,20265338.0
0.0005405405405405405,7669703.0
0.0008108108108108108,9171523.0
0.001081081081081081,10267934.0
0.0013513513513513514,6462189.5
0.0016216216216216215,6896545.0
0.0018918918918918919,4765310.0
0.002162162162162162,3203334.5
0.0024324324324324323,3521643.25
0.002702702702702703,3095478.5
0.002972972972972973,2853715.0
0.003243243243243243,1730080.0
0.0035135135135135136,3580303.75
0.0037837837837837837,1880209.75
0.004054054054054054,2357944.25
0.004324324324324324,3969796.75
0.0045945945945945945,2303637.5
0.004864864864864865,2214687.5
0.005135135135135136,2570323.25
0.005405405405405406,1842940.5
0.005675675675675676,2203011.5
0.005945945945945946,1607301.375
0.006216216216216216,2798632.0
0.006486486486486486,2198089.0
0.006756756756756757,1664002.625
0.007027027027027027,1753731.125
0.007297297297297297,2140567.0
0.0075675675675675675,1604196.875
0.007837837837837838,2486654.25
0.008108108108108109,1650546.625
0.008378378378378378,1290963.375
0.008648648648648649,2681345.5
0.00891891891891892,2701254.0
0.009189189189189189,1536633.25
0.00945945945945946,1114229.75
0.00972972972972973,755032.0625
0.01,1145980.0
0.010270270270270271,807725.375
0.01054054054054054,1253451.625
0.010810810810810811,1189588.25
0.01108108108108108,1526725.875
0.011351351351351352,690458.5
0.011621621621621623,1196220.625
0.011891891891891892,1048125.0625
0.012162162162162163,833408.25
0.012432432432432432,1562400.625
0.012702702702702703,704015.0
0.012972972972972972,1085300.5
0.013243243243243243,1746029.75
0.013513513513513514,1026872.8125
0.013783783783783784,1000457.5
0.014054054054054054,1980318.125
0.014324324324324324,1000927.0625
0.014594594594594595,1143890.0
0.014864864864864866,2135899.5
0.015135135135135135,867647.5
0.015405405405405406,594694.875
0.015675675675675675,1428319.5
0.015945945945945946,925660.0
0.016216216216216217,917359.25
0.016486486486486488,1916713.375
0.016756756756756756,986219.5
0.017027027027027027,943097.1875
0.017297297297297298,1494951.25
0.01756756756756757,901662.25
0.01783783783783784,721281.1875
0.018108108108108107,1101777.25
0.018378378378378378,650646.1875
0.01864864864864865,1206082.5
0.01891891891891892,984816.125
0.01918918918918919,693916.625
0.01945945945945946,1475941.125
0.01972972972972973,886194.875
0.02,580048.5625
0.02027027027027027,911581.0
0.020540540540540542,916566.5625
0.02081081081081081,846607.5
0.02108108108108108,890919.4375
0.021351351351351352,833391.125
0.021621621621621623,993714.25
0.021891891891891894,1035947.1875
0.02216216216216216,776036.5
0.022432432432432432,1322950.375
0.022702702702702703,1321188.25
0.022972972972972974,1513378.625
0.023243243243243245,1086199.5
0.023513513513513513,776356.125
0.023783783783783784,700535.0
0.024054054054054055,1280101.375
0.024324324324324326,745553.75
0.024594594594594597,757654.3125
0.024864864864864864,1529460.625
0.025135135135135135,1650493.25
0.025405405405405406,1789785.75
0.025675675675675677,716247.75
0.025945945945945945,842082.75
0.026216216216216216,1395667.25
0.026486486486486487,1023823.9375
0.026756756756756758,752659.0625
0.02702702702702703,662167.4375
0.027297297297297296,943408.375
0.027567567567567567,514557.875
0.027837837837837838,1004630.9375
0.02810810810810811,687447.125
0.02837837837837838,722468.25
0.028648648648648647,1248904.25
0.02891891891891892,1045496.125
0.02918918918918919,739838.0625
0.02945945945945946,499352.15625
0.02972972972972973,785585.375
0.03,995950.6875
0.03027027027027027,949798.125
0.03054054054054054,916457.3125
0.030810810810810812,1274576.25
0.031081081081081083,1151461.5
0.03135135135135135,881541.6875
0.031621621621621625,866704.5625
0.03189189189189189,741681.3125
0.03216216216216216,602692.5
0.032432432432432434,639715.1875
0.0327027027027027,845550.3125
0.032972972972972976,1176619.5
0.033243243243243244,1232487.75
0.03351351351351351,830092.6875
0.033783783783783786,1103412.375
0.03405405405405405,1260263.125
0.03432432432432433,1442728.5
0.034594594594594595,915635.1875
0.03486486486486486,1029324.5625
0.03513513513513514,946843.8125
0.035405405405405405,808327.1875
0.03567567567567568,794067.0
0.03594594594594595,939451.0
0.036216216216216214,1588459.5
0.03648648648648649,732517.375
0.036756756756756756,828063.0
0.03702702702702703,909295.25
0.0372972972972973,1007905.5625
0.037567567567567565,973379.5
0.03783783783783784,778905.3125
0.03810810810810811,676977.5
0.03837837837837838,940595.5
0.03864864864864865,707281.0625
0.03891891891891892,691120.5
0.03918918918918919,556106.1875
0.03945945945945946,764173.5
0.03972972972972973,879958.5625
0.04,625096.4375
0.04027027027027027,1467645.375
0.04054054054054054,1506554.75
0.04081081081081081,1550089.0
0.041081081081081085,1443393.75
0.04135135135135135,1043382.625
0.04162162162162162,846013.5625
0.041891891891891894,1535493.875
0.04216216216216216,1391045.25
0.042432432432432436,913718.25
0.042702702702702704,454890.75
0.04297297297297297,643390.6875
0.043243243243243246,794314.4375
0.04351351351351351,675682.6875
0.04378378378378379,1037414.0
0.044054054054054055,1065787.25
0.04432432432432432,684337.1875
0.0445945945945946,1260407.125
0.044864864864864865,1191362.25
0.04513513513513514,700870.625
0.04540540540540541,1195026.625
0.045675675675675674,1057439.375
0.04594594594594595,933308.5625
0.046216216216216216,752765.125
0.04648648648648649,1181276.0
0.04675675675675676,1265474.875
0.047027027027027025,1211149.0
0.0472972972972973,1097284.25
0.04756756756756757,1060502.625
0.04783783783783784,1059402.375
0.04810810810810811,731232.8125
0.04837837837837838,1362320.5
0.04864864864864865,763978.25
0.04891891891891892,1299912.375
0.04918918918918919,854870.75
0.04945945945945946,824241.875
0.04972972972972973,1239037.625
