Velocity Posterior2,Amplitude
0.0,324598112.0
0.02371916508538899,73119920.0
0.04743833017077798,12608541.0
0.07115749525616698,10780104.0
0.09487666034155597,11669848.0
0.11859582542694495,10300051.0
0.14231499051233396,10107078.0
0.16603415559772294,9016742.0
0.18975332068311193,7943139.5
0.21347248576850092,7281489.0
0.2371916508538899,6260000.0
0.2609108159392789,4992182.0
0.2846299810246679,4184148.75
0.30834914611005687,3664958.25
0.3320683111954459,3619282.75
0.35578747628083485,3648611.5
0.37950664136622386,3792000.25
0.4032258064516129,3863452.5
0.42694497153700184,3814927.25
0.45066413662239085,3753703.5
0.4743833017077798,3527176.5
0.49810246679316883,3293779.5
0.5218216318785578,2981180.25
0.5455407969639468,2748473.75
0.5692599620493358,2498235.0
0.5929791271347248,2370158.75
0.6166982922201137,2364964.25
0.6404174573055028,2372101.25
0.6641366223908918,2387184.0
0.6878557874762807,2379093.75
0.7115749525616697,2357345.75
0.7352941176470588,2286091.5
0.7590132827324477,2188919.75
0.7827324478178367,2057421.5
0.8064516129032258,1937806.5
0.8301707779886147,1811316.5
0.8538899430740037,1723981.375
0.8776091081593926,1659087.0
0.9013282732447817,1633294.875
0.9250474383301707,1642758.75
0.9487666034155596,1634795.125
0.9724857685009487,1633620.5
0.9962049335863377,1624925.75
1.0199240986717266,1608288.875
1.0436432637571156,1571382.875
1.0673624288425045,1530395.75
1.0910815939278935,1452126.125
1.1148007590132827,1391435.0
1.1385199240986716,1336636.25
1.1622390891840606,1279405.875
1.1859582542694496,1235476.375
1.2096774193548385,1191873.625
1.2333965844402275,1168099.125
1.2571157495256164,1128989.5
1.2808349146110056,1107184.875
1.3045540796963946,1089056.625
1.3282732447817835,1072642.5
1.3519924098671725,1054265.125
1.3757115749525615,1042999.9375
1.3994307400379504,1016758.0
1.4231499051233394,997486.875
1.4468690702087286,987160.0625
1.4705882352941175,971614.6875
1.4943074003795065,961934.5625
1.5180265654648954,956252.0
1.5417457305502844,941592.0
1.5654648956356734,926659.75
1.5891840607210623,917753.375
1.6129032258064515,907005.6875
1.6366223908918405,888800.125
1.6603415559772294,868549.5625
1.6840607210626184,847792.8125
1.7077798861480074,830880.75
1.7314990512333963,823306.5625
1.7552182163187853,812379.875
1.7789373814041745,811956.125
1.8026565464895634,812419.625
1.8263757115749524,810213.8125
1.8500948766603413,812515.5
1.8738140417457303,810719.3125
1.8975332068311193,806374.875
1.9212523719165082,795947.0
1.9449715370018974,782743.75
1.9686907020872864,767041.4375
1.9924098671726753,746633.5
2.016129032258064,731827.3125
2.0398481973434532,719355.75
2.0635673624288424,709036.4375
2.087286527514231,702075.875
2.1110056925996203,697038.5
2.134724857685009,693627.375
2.1584440227703983,692518.4375
2.182163187855787,690908.0
2.205882352941176,684338.125
2.2296015180265654,675753.25
2.253320683111954,664277.375
2.2770398481973433,652260.8125
2.300759013282732,641346.5
2.324478178368121,633663.4375
2.34819734345351,622812.75
2.371916508538899,615643.3125
2.3956356736242883,611424.375
2.419354838709677,608522.0
2.4430740037950662,606293.1875
2.466793168880455,602352.9375
2.490512333965844,595614.8125
2.514231499051233,590158.75
2.537950664136622,580642.6875
2.5616698292220113,570254.0
2.5853889943074,563146.9375
2.609108159392789,560613.375
2.632827324478178,556411.125
2.656546489563567,551175.1875
2.680265654648956,547803.9375
2.703984819734345,545288.0625
2.727703984819734,542820.375
2.751423149905123,537358.75
2.775142314990512,532663.75
2.798861480075901,525283.8125
2.82258064516129,517100.5
2.8462998102466788,510075.625
2.870018975332068,507659.25
2.893738140417457,507062.96875
2.917457305502846,505027.375
2.941176470588235,502630.71875
2.964895635673624,500357.4375
2.988614800759013,495313.25
3.0123339658444017,489987.53125
3.036053130929791,484008.90625
3.05977229601518,477410.25
3.083491461100569,470879.5
3.107210626185958,466488.5625
3.1309297912713467,463815.46875
3.154648956356736,463546.6875
3.1783681214421247,464038.78125
3.202087286527514,464430.90625
3.225806451612903,463795.21875
3.2495256166982918,460329.25
3.273244781783681,457417.375
3.2969639468690697,449880.0625
3.320683111954459,440628.09375
3.3444022770398476,432933.21875
3.368121442125237,426833.5625
3.391840607210626,421129.5625
3.4155597722960147,416929.375
3.439278937381404,414440.59375
3.4629981024667926,414902.90625
3.486717267552182,418604.9375
3.5104364326375705,420543.53125
3.5341555977229597,421298.5
3.557874762808349,418715.71875
3.5815939278937376,413412.8125
3.605313092979127,407618.1875
3.6290322580645156,404571.9375
3.6527514231499048,402042.625
3.6764705882352935,397242.40625
3.7001897533206827,392066.96875
3.723908918406072,390545.21875
3.7476280834914606,389650.65625
3.7713472485768498,389290.9375
3.7950664136622385,386581.84375
3.8187855787476277,383179.78125
3.8425047438330164,381380.25
3.8662239089184056,377029.375
3.889943074003795,373699.71875
3.9136622390891835,372821.0
3.9373814041745727,370096.9375
3.9611005692599615,366636.34375
3.9848197343453506,363968.96875
4.008538899430739,361962.375
4.032258064516128,362450.5625
4.055977229601518,361859.96875
4.0796963946869065,362920.3125
4.103415559772295,360072.59375
4.127134724857685,354705.125
4.150853889943074,348999.0625
4.174573055028462,343259.4375
4.198292220113851,338547.625
4.222011385199241,334624.0625
4.245730550284629,330919.4375
4.269449715370018,329994.1875
4.293168880455408,329816.21875
4.3168880455407965,333167.25
4.340607210626185,334757.4375
4.364326375711574,337029.90625
4.388045540796964,336342.40625
4.411764705882352,334884.1875
4.435483870967741,333113.78125
4.459203036053131,332642.4375
4.4829222011385195,330267.5625
4.506641366223908,328298.0
4.530360531309297,326754.125
4.554079696394687,326365.40625
4.577798861480075,323728.875
4.601518026565464,322444.96875
4.625237191650854,321219.65625
4.648956356736242,318408.6875
4.672675521821631,315979.15625
4.69639468690702,310897.6875
4.7201138519924095,306709.78125
4.743833017077798,302546.8125
4.767552182163187,300104.0
4.791271347248577,298049.625
4.814990512333965,297255.34375
4.838709677419354,295426.4375
4.862428842504743,293493.90625
4.8861480075901325,293008.125
4.909867172675521,293007.875
4.93358633776091,292127.15625
4.9573055028463,290858.5625
4.981024667931688,289970.65625
5.004743833017077,290837.90625
5.028462998102466,289144.53125
5.052182163187855,287886.4375
5.075901328273244,286646.625
5.099620493358633,285104.6875
5.1233396584440225,283559.375
5.147058823529411,281785.5
5.1707779886148,281424.9375
5.194497153700189,281398.90625
5.218216318785578,281330.78125
5.241935483870967,281007.9375
5.265654648956356,279705.875
5.2893738140417454,278285.8125
5.313092979127134,275831.15625
5.336812144212523,273910.625
5.360531309297912,272250.65625
5.384250474383301,271671.59375
5.40796963946869,271490.5625
5.431688804554079,272419.625
5.455407969639468,273597.65625
5.479127134724857,273739.71875
5.502846299810246,273224.34375
5.526565464895635,270648.84375
5.550284629981024,268257.875
5.574003795066413,266576.59375
5.597722960151802,265040.03125
5.621442125237191,262860.875
5.64516129032258,258949.171875
5.668880455407969,257182.0
5.6925996204933575,256375.328125
5.716318785578747,257798.0625
5.740037950664136,259862.515625
5.763757115749525,262766.25
5.787476280834914,264652.84375
5.811195445920303,264180.34375
5.834914611005692,261787.203125
5.8586337760910805,259116.4375
5.88235294117647,255836.0
5.906072106261859,253475.921875
5.929791271347248,251131.5625
5.953510436432637,249369.28125
5.977229601518026,248538.859375
6.000948766603415,247103.09375
6.024667931688803,249895.96875
6.048387096774193,251641.75
6.072106261859582,253210.9375
6.0958254269449705,255387.421875
6.11954459203036,256084.8125
6.143263757115749,254879.03125
6.166982922201138,252064.9375
6.190702087286526,248045.96875
6.214421252371916,244365.265625
6.238140417457305,242963.875
6.2618595825426935,243084.59375
6.285578747628083,242766.59375
6.309297912713472,242378.75
6.333017077798861,241668.109375
6.356736242884249,240129.859375
