Velocity Anterior2,Amplitude
10.531309297912712,101614.5625
10.578747628083491,100639.3046875
10.626185958254268,100569.5234375
10.673624288425046,100914.7421875
10.721062618595823,100959.9140625
10.768500948766603,100204.6015625
10.81593927893738,99693.703125
10.863377609108158,99402.3515625
10.910815939278937,99614.8515625
10.958254269449714,99632.828125
11.005692599620492,98943.46875
11.05313092979127,99247.828125
11.100569259962048,98449.265625
11.148007590132826,98500.4609375
11.195445920303603,98086.671875
11.242884250474383,98083.6640625
11.29032258064516,97969.75
11.337760910815938,97776.75
11.385199240986715,97852.5546875
11.432637571157494,97595.8125
11.480075901328272,97287.9921875
11.52751423149905,96976.421875
11.574952561669829,96696.6796875
11.622390891840606,96986.125
11.669829222011384,96556.40625
11.717267552182161,96508.2109375
11.76470588235294,96250.0703125
11.812144212523718,96000.3125
11.859582542694495,95924.0546875
11.907020872865274,95599.5625
11.954459203036052,95578.375
12.00189753320683,95391.0625
12.049335863377607,95140.4453125
12.096774193548386,95038.28125
12.144212523719164,95155.5859375
12.191650853889941,94966.8828125
12.23908918406072,94587.21875
12.286527514231498,94437.59375
12.333965844402275,94331.8046875
12.381404174573053,94094.4375
12.428842504743832,94041.34375
12.47628083491461,94058.140625
12.523719165085387,93646.9140625
12.571157495256166,94004.25
12.618595825426944,93965.515625
12.666034155597721,93543.3203125
12.713472485768499,93450.265625
12.760910815939278,93347.8203125
12.808349146110055,93352.3125
12.855787476280833,93229.1640625
12.903225806451612,93180.8359375
12.95066413662239,93206.96875
12.998102466793167,93091.6796875
13.045540796963945,93167.8125
13.092979127134724,92855.328125
13.140417457305501,93031.9921875
13.187855787476279,92388.09375
13.235294117647058,92530.1328125
13.282732447817835,92394.0859375
13.330170777988613,92662.8984375
13.37760910815939,92551.25
13.42504743833017,92476.515625
13.472485768500947,92033.921875
13.519924098671725,92324.5625
13.567362428842504,92267.40625
13.614800759013281,92485.6328125
13.662239089184059,92268.3515625
13.709677419354836,92300.921875
13.757115749525616,92047.7421875
13.804554079696393,92017.265625
13.85199240986717,91878.0078125
13.89943074003795,91668.953125
13.946869070208727,91566.203125
13.994307400379505,91723.171875
14.041745730550282,91574.75
14.089184060721061,91463.6015625
14.136622390891839,91707.03125
14.184060721062616,91487.765625
14.231499051233396,91374.703125
14.278937381404173,91363.8203125
14.32637571157495,91497.15625
14.373814041745728,91587.15625
14.421252371916507,91693.96875
14.468690702087285,91732.2109375
14.516129032258062,91548.1328125
14.563567362428842,91297.0078125
14.611005692599619,91312.1796875
14.658444022770396,91326.3125
