Time,Velocity
0,1.7255830764770508
1,1.7811938524246216
2,1.771004557609558
3,2.9190313816070557
4,1.6851394176483154
5,1.7262154817581177
6,1.7230603694915771
7,1.8370556831359863
8,1.7538025379180908
9,1.6426947116851807
10,1.7116590738296509
11,1.8698331117630005
12,1.7048863172531128
13,1.3962388038635254
14,2.475801944732666
15,1.8249388933181763
16,1.587519884109497
17,1.7957608699798584
18,1.7875360250473022
19,1.668248176574707
20,1.7346398830413818
21,1.865435004234314
22,1.7475686073303223
23,2.0465645790100098
24,2.385560989379883
25,1.5114758014678955
26,1.7331987619400024
27,1.7122552394866943
28,1.9251471757888794
29,1.8388805389404297
30,1.8768991231918335
31,1.8942400217056274
32,1.6479374170303345
33,1.7432267665863037
34,1.974627137184143
35,1.801431655883789
36,2.6376986503601074
37,1.9182060956954956
38,1.7968758344650269
39,1.784356713294983
40,1.9806807041168213
41,1.8753445148468018
42,1.879004716873169
43,1.898966670036316
44,1.9257891178131104
45,1.8479570150375366
46,1.8864988088607788
47,1.9940874576568604
48,1.9448790550231934
49,2.6795568466186523
50,2.1181774139404297
51,2.3020622730255127
52,1.6656630039215088
53,1.6663914918899536
54,1.8879547119140625
55,1.6469978094100952
56,1.7001596689224243
57,1.7069913148880005
58,1.7621957063674927
59,1.9503787755966187
60,1.8859953880310059
61,2.250113010406494
62,1.7929593324661255
63,1.6033049821853638
64,1.7604262828826904
65,1.742838740348816
66,1.7681812047958374
67,1.721839427947998
68,1.9115700721740723
69,1.9207983016967773
70,1.4153509140014648
71,1.852637767791748
72,1.9770101308822632
73,1.5241409540176392
74,1.8078992366790771
75,1.7170807123184204
76,1.8159904479980469
77,1.8852885961532593
78,1.8716784715652466
79,1.8688229322433472
80,1.6602435111999512
81,1.892531394958496
82,1.5612653493881226
83,1.564667820930481
84,1.559471607208252
85,1.9272968769073486
86,1.5088855028152466
87,1.4962127208709717
88,1.4774986505508423
89,1.7055635452270508
90,1.6345939636230469
91,1.8850468397140503
92,2.0004491806030273
93,2.0785253047943115
94,1.7094229459762573
95,1.5557363033294678
96,1.8394328355789185
97,1.8024775981903076
98,1.8450592756271362
99,1.8157936334609985
100,1.7871887683868408
101,1.9170070886611938
102,1.882359266281128
103,1.7938857078552246
104,1.8381972312927246
105,1.985878348350525
106,2.325913906097412
107,2.068166971206665
108,2.288334369659424
109,2.6725897789001465
110,2.0714993476867676
111,2.101752758026123
112,1.5201928615570068
113,1.4394171237945557
114,1.537243127822876
115,1.9792135953903198
116,1.7404271364212036
117,1.9793639183044434
118,2.172703504562378
119,1.3828415870666504
120,1.4036309719085693
121,1.4695427417755127
122,1.5600336790084839
123,1.8050305843353271
124,1.8893158435821533
125,1.578168511390686
126,1.522184133529663
127,1.823355793952942
128,1.755637764930725
129,2.365769863128662
130,1.9569400548934937
131,1.762904167175293
132,2.709141492843628
133,1.9247080087661743
134,1.9692119359970093
135,2.079340934753418
136,2.0484933853149414
137,1.9212932586669922
138,2.004899024963379
139,1.9262179136276245
140,1.7948747873306274
141,2.0004732608795166
142,1.9888206720352173
143,1.7933170795440674
