Frequency,Amplitude
0.0037593984962406013,26208866.0
0.007518796992481203,14251239.0
0.011278195488721804,9542821.0
0.015037593984962405,7000012.5
0.018796992481203006,5901140.0
0.022556390977443608,4919654.5
0.02631578947368421,4122292.0
0.03007518796992481,3626671.25
0.03383458646616541,3313305.5
0.03759398496240601,3021877.5
0.041353383458646614,2720395.0
0.045112781954887216,2472361.0
0.04887218045112782,2292954.0
0.05263157894736842,2135252.0
0.05639097744360902,1968627.0
0.06015037593984962,1838474.0
0.06390977443609022,1733977.875
0.06766917293233082,1637159.625
0.07142857142857142,1542094.125
0.07518796992481203,1455965.875
0.07894736842105263,1377086.0
0.08270676691729323,1306624.375
0.08646616541353383,1249898.625
0.09022556390977443,1198490.0
0.09398496240601503,1138645.125
0.09774436090225563,1106416.625
0.10150375939849623,1072868.125
0.10526315789473684,1034979.25
0.10902255639097744,997374.125
0.11278195488721804,969632.625
0.11654135338345864,943265.4375
0.12030075187969924,898315.3125
0.12406015037593984,865045.375
0.12781954887218044,859260.625
0.13157894736842105,839616.8125
0.13533834586466165,815652.6875
0.13909774436090225,796995.4375
0.14285714285714285,768162.0
0.14661654135338345,744677.625
0.15037593984962405,729947.75
0.15413533834586465,724993.6875
0.15789473684210525,711728.375
0.16165413533834586,689270.75
0.16541353383458646,670572.875
0.16917293233082706,657546.5625
0.17293233082706766,637169.0
0.17669172932330826,628938.3125
0.18045112781954886,623632.1875
0.18421052631578946,611024.125
0.18796992481203006,602956.5
0.19172932330827067,595163.4375
0.19548872180451127,583185.4375
0.19924812030075187,570941.6875
0.20300751879699247,565160.0625
0.20676691729323307,557255.3125
0.21052631578947367,543040.5
0.21428571428571427,539946.3125
0.21804511278195488,534564.75
0.22180451127819548,524179.4375
0.22556390977443608,511922.84375
0.22932330827067668,508093.71875
0.23308270676691728,502649.125
0.23684210526315788,496473.625
0.24060150375939848,493471.875
0.24436090225563908,485697.28125
0.24812030075187969,468502.96875
0.25187969924812026,467400.125
0.2556390977443609,472407.59375
0.2593984962406015,463134.71875
0.2631578947368421,456200.75
0.26691729323308266,453570.34375
0.2706766917293233,445816.46875
0.2744360902255639,435892.75
0.2781954887218045,436346.625
0.28195488721804507,438313.96875
0.2857142857142857,434895.0
0.2894736842105263,428513.09375
0.2932330827067669,429081.125
0.2969924812030075,419871.5625
0.3007518796992481,410231.375
0.30451127819548873,404463.71875
0.3082706766917293,406595.71875
0.3120300751879699,402678.96875
0.3157894736842105,397418.28125
0.31954887218045114,397698.90625
0.3233082706766917,400794.53125
0.3270676691729323,394351.03125
0.3308270676691729,390065.21875
0.33458646616541354,386113.625
0.3383458646616541,387125.3125
0.3421052631578947,381447.625
0.3458646616541353,376424.3125
0.34962406015037595,379509.53125
0.3533834586466165,379240.59375
0.3571428571428571,367328.25
0.3609022556390977,365196.6875
0.36466165413533835,365927.875
0.3684210526315789,363044.1875
0.3721804511278195,364912.40625
0.37593984962406013,362542.375
0.37969924812030076,360996.78125
0.38345864661654133,360869.21875
0.3872180451127819,357196.8125
0.39097744360902253,349144.21875
0.39473684210526316,350198.53125
0.39849624060150374,353384.15625
0.4022556390977443,351736.84375
0.40601503759398494,347127.8125
0.40977443609022557,348240.90625
0.41353383458646614,348473.53125
0.4172932330827067,349712.1875
0.42105263157894735,347372.03125
0.424812030075188,344334.4375
0.42857142857142855,347393.1875
0.4323308270676691,343891.75
0.43609022556390975,339209.90625
0.4398496240601504,340044.4375
0.44360902255639095,343226.1875
0.4473684210526315,337649.875
0.45112781954887216,331453.6875
0.4548872180451128,336440.96875
0.45864661654135336,342451.78125
0.46240601503759393,341904.09375
0.46616541353383456,338023.90625
0.4699248120300752,335957.875
0.47368421052631576,336742.125
0.47744360902255634,337204.84375
0.48120300751879697,337179.96875
0.4849624060150376,335987.28125
0.48872180451127817,338060.375
0.49248120300751874,331665.8125
0.49624060150375937,331210.34375
